month,day,neighborhood,crosswalk_wait_sec,litter_density_per_100m2,midnight_noise_db,atm_queue_length,vacant_storefronts_pct,dog_walk_freq_per_hr,graffiti_turnover_days,stress_index
Feb,26,Kodambakkam,31.39,4.74,59.9,1.8,10.6,0.98,7,Med
Feb,27,Korattur,47.0,7.73,65.2,3.0,17.7,0.41,24,High
Feb,27,Velachery,29.86,3.58,58.1,1.9,9.5,1.02,5,Med
Feb,27,Adyar,17.01,1.47,48.7,1.0,3.9,2.51,3,Low
Feb,27,Ambattur,59.09,13.21,63.3,3.7,22.1,0.17,29,High
Feb,27,Nungambakkam,23.69,2.03,52.8,1.1,5.5,2.03,3,Low
Feb,27,Perambur,46.76,6.23,61.1,2.5,16.7,0.51,14,Med
Feb,27,Mylapore,27.52,3.12,55.6,1.2,6.6,1.52,4,Low
Feb,27,Sholinganallur,29.38,4.51,61.6,2.5,11.7,0.98,10,Med
Feb,27,Tondiarpet,55.3,8.91,58.8,3.7,22.4,0.28,28,High
Feb,27,Anna Nagar,17.76,2.15,47.6,1.0,5.2,1.81,3,Low
Feb,27,Chromepet,37.98,4.55,57.6,2.3,12.0,0.68,12,Med
Feb,27,Kodambakkam,27.06,4.08,57.5,1.6,9.3,0.98,7,Med
Feb,28,Korattur,46.38,6.87,64.3,3.5,18.3,0.39,23,High
Feb,28,Velachery,25.77,3.4,54.1,2.0,9.7,0.95,6,Low
Feb,28,Adyar,19.36,1.38,50.0,1.1,3.8,2.38,3,Low
Feb,28,Ambattur,55.42,12.3,66.8,4.0,22.2,0.19,27,High
Feb,28,Nungambakkam,25.11,2.24,49.9,1.0,6.3,2.12,3,Low
Feb,28,Perambur,44.58,7.17,60.1,2.4,15.4,0.56,14,Med
Feb,28,Mylapore,25.11,3.49,49.1,1.2,7.5,1.42,4,Low
Feb,28,Sholinganallur,35.35,4.52,58.8,2.6,10.4,0.95,10,Med
Feb,28,Tondiarpet,45.52,10.23,63.0,4.5,18.6,0.33,22,High
Feb,28,Anna Nagar,17.65,1.71,52.3,1.0,4.8,2.22,3,Low
Feb,28,Chromepet,36.69,5.88,55.5,2.9,13.1,0.92,13,Med
Feb,28,Kodambakkam,29.95,4.78,56.8,1.7,10.9,1.14,8,Med
Feb,29,Korattur,45.57,7.22,58.6,3.0,19.1,0.42,20,Med
Feb,29,Velachery,25.5,3.23,58.1,1.9,9.7,0.9,6,Med
Feb,29,Adyar,16.59,1.22,50.1,1.1,4.0,2.63,3,Low
Feb,29,Ambattur,51.15,11.78,65.5,4.4,26.6,0.21,25,High
Feb,29,Nungambakkam,22.44,2.49,52.0,1.4,5.9,1.55,3,Low
Feb,29,Perambur,42.2,5.93,58.9,3.3,15.4,0.54,15,Med
Feb,29,Mylapore,23.79,2.63,55.6,1.5,7.8,1.72,4,Low
Feb,29,Sholinganallur,29.05,4.83,55.2,2.2,10.8,1.03,10,Med
Feb,29,Tondiarpet,54.68,11.17,60.0,4.3,20.3,0.26,29,High
Feb,29,Anna Nagar,20.97,1.72,47.6,1.1,4.9,2.38,2,Low
Feb,29,Chromepet,39.34,6.01,57.0,2.3,13.2,0.81,12,Med
Feb,29,Kodambakkam,35.68,4.01,55.1,1.7,10.7,1.07,9,Med
Feb,30,Korattur,42.58,8.94,57.8,2.7,19.6,0.4,18,High
Feb,30,Velachery,33.01,3.91,57.6,1.9,9.4,0.97,7,Med
Feb,30,Adyar,16.08,1.61,48.9,1.1,4.2,2.66,2,Low
Feb,30,Ambattur,60.07,10.2,63.5,4.7,26.4,0.21,26,High
Feb,30,Nungambakkam,19.11,2.51,47.2,1.2,6.5,1.58,4,Low
Feb,30,Perambur,45.56,7.74,59.7,2.6,15.5,0.49,15,High
Feb,30,Mylapore,24.42,2.68,57.3,1.1,7.4,1.5,5,Low
Feb,30,Sholinganallur,34.5,5.38,56.8,1.9,11.7,0.8,10,Med
Feb,30,Tondiarpet,54.12,7.95,64.5,3.7,21.2,0.31,23,High
Feb,30,Anna Nagar,21.61,1.91,50.6,0.9,5.3,2.25,2,Med
Feb,30,Chromepet,36.88,6.09,56.9,2.1,12.9,0.8,9,Med
Feb,30,Kodambakkam,33.03,4.38,56.6,2.3,9.5,0.95,8,Med
Mar,1,Korattur,50.35,8.94,64.6,3.4,18.9,0.44,19,High
Mar,1,Velachery,29.03,3.6,50.1,1.7,8.9,1.1,6,Med
Mar,1,Adyar,18.17,1.56,51.1,0.9,3.9,2.46,3,Med
Mar,1,Ambattur,61.32,9.77,67.9,3.8,23.5,0.17,34,High
Mar,1,Nungambakkam,19.79,1.81,47.2,1.0,5.7,2.24,3,Low
Mar,1,Perambur,43.24,7.86,58.8,2.8,15.7,0.49,12,Med
Mar,1,Mylapore,27.26,3.25,52.2,1.3,7.1,1.81,5,Low
Mar,1,Sholinganallur,34.64,4.55,56.4,2.2,11.2,1.04,8,Med
Mar,1,Tondiarpet,45.9,9.06,59.9,4.3,18.6,0.27,29,High
Mar,1,Anna Nagar,17.96,1.82,46.5,0.9,5.2,2.44,3,Low
Mar,1,Chromepet,31.86,6.12,57.7,2.4,12.7,0.71,11,Med
Mar,1,Kodambakkam,35.45,3.49,54.5,2.4,10.1,0.85,6,High
Mar,2,Korattur,53.31,9.46,57.6,3.7,18.2,0.4,22,High
Mar,2,Velachery,32.45,4.33,56.2,2.2,9.3,1.23,6,Med
Mar,2,Adyar,17.13,1.2,47.8,0.7,4.1,1.95,2,Low
Mar,2,Ambattur,50.39,10.44,62.2,4.7,22.5,0.2,33,High
Mar,2,Nungambakkam,19.99,1.79,52.8,1.3,6.5,2.26,3,Low
Mar,2,Perambur,42.27,6.83,54.8,3.1,14.7,0.65,13,Med
Mar,2,Mylapore,21.34,2.74,50.4,1.4,7.1,1.51,5,Low
Mar,2,Sholinganallur,32.16,4.41,53.0,2.4,11.9,0.98,8,Med
Mar,2,Tondiarpet,51.47,8.28,60.0,4.5,20.1,0.28,28,High
Mar,2,Anna Nagar,19.25,1.48,50.1,0.9,4.7,2.07,3,Low
Mar,2,Chromepet,32.75,5.82,55.1,2.5,13.8,0.74,11,Med
Mar,2,Kodambakkam,33.23,3.6,57.6,1.7,9.6,1.06,8,Med
Mar,3,Korattur,49.34,7.57,57.9,3.6,18.5,0.32,23,High
Mar,3,Velachery,33.09,3.83,52.8,1.8,8.9,0.99,6,High
Mar,3,Adyar,17.32,1.52,44.3,0.8,4.1,1.97,2,Low
Mar,3,Ambattur,52.65,9.23,62.6,4.8,26.2,0.16,27,High
Mar,3,Nungambakkam,19.21,1.87,51.0,1.3,6.1,1.65,3,Low
Mar,3,Perambur,45.24,7.53,56.8,3.1,14.6,0.61,13,Med
Mar,3,Mylapore,22.28,2.67,54.3,1.4,7.6,1.47,4,Low
Mar,3,Sholinganallur,36.28,4.98,56.5,2.4,12.0,1.02,9,Med
Mar,3,Tondiarpet,54.54,9.22,66.1,3.2,18.5,0.24,23,High
Mar,3,Anna Nagar,17.83,1.76,52.8,1.0,5.5,1.82,2,Low
Mar,3,Chromepet,31.88,4.5,58.8,2.7,12.5,0.71,12,Med
Mar,3,Kodambakkam,33.45,3.44,50.8,2.0,9.9,0.88,6,Med
Mar,4,Korattur,48.31,8.11,65.0,2.5,17.3,0.32,17,High
Mar,4,Velachery,29.89,3.82,51.4,1.9,8.2,0.94,6,Med
Mar,4,Adyar,18.43,1.33,50.7,1.0,4.1,2.3,2,Low
Mar,4,Ambattur,59.34,11.11,66.2,5.3,22.4,0.22,24,High
Mar,4,Nungambakkam,24.8,2.42,52.8,1.2,6.2,1.66,4,Low
Mar,4,Perambur,45.12,7.98,58.3,2.9,14.7,0.66,13,Med
Mar,4,Mylapore,25.15,2.9,50.9,1.3,7.3,1.42,4,Low
Mar,4,Sholinganallur,32.57,4.88,57.7,2.5,10.4,0.87,10,Med
Mar,4,Tondiarpet,55.35,10.85,65.0,4.5,19.5,0.24,26,High
Mar,4,Anna Nagar,19.38,1.81,50.4,0.8,4.9,2.26,3,Low
Mar,4,Chromepet,40.24,4.58,55.8,2.2,12.2,0.91,10,Med
Mar,4,Kodambakkam,30.3,4.0,57.3,2.2,10.2,1.1,8,Low
Mar,5,Korattur,46.66,8.5,60.1,3.1,17.2,0.44,18,High
Mar,5,Velachery,28.98,3.87,50.8,1.5,8.2,0.91,6,Low
Mar,5,Adyar,18.56,1.31,46.5,0.9,4.2,2.45,3,Low
Mar,5,Ambattur,54.44,10.18,64.0,4.5,24.2,0.22,30,High
Mar,5,Nungambakkam,23.74,2.47,53.0,1.0,5.9,2.17,3,Low
Mar,5,Perambur,37.03,7.19,61.6,3.4,14.0,0.58,13,Med
Mar,5,Mylapore,26.98,2.97,51.9,1.4,7.1,1.68,5,Low
Mar,5,Sholinganallur,28.6,4.12,56.8,2.1,11.4,1.0,8,Med
Mar,5,Tondiarpet,51.36,8.23,60.7,4.3,20.3,0.33,26,High
Mar,5,Anna Nagar,19.57,2.12,48.3,0.8,4.7,1.88,2,Low
Mar,5,Chromepet,38.03,5.89,53.5,2.2,13.1,0.65,11,Med
Mar,5,Kodambakkam,31.14,3.89,50.8,2.0,9.0,0.93,8,Med
Mar,6,Korattur,41.33,8.17,62.9,2.7,18.0,0.45,22,High
Mar,6,Velachery,27.26,4.33,51.4,1.9,9.8,0.91,6,Med
Mar,6,Adyar,16.73,1.3,48.6,1.0,4.1,2.72,3,Low
Mar,6,Ambattur,56.52,10.1,64.7,4.6,23.6,0.19,25,High
Mar,6,Nungambakkam,22.03,1.95,51.3,1.1,5.9,1.71,4,Low
Mar,6,Perambur,41.59,7.73,60.2,2.9,14.1,0.6,14,Med
Mar,6,Mylapore,28.29,2.66,53.1,1.6,7.5,1.98,5,Low
Mar,6,Sholinganallur,28.64,4.02,55.7,2.0,11.5,1.0,10,Med
Mar,6,Tondiarpet,55.4,10.91,63.3,4.3,19.1,0.27,21,High
Mar,6,Anna Nagar,18.42,1.63,46.3,0.8,5.3,1.94,2,Med
Mar,6,Chromepet,35.16,5.96,54.3,2.3,11.8,0.89,10,Med
Mar,6,Kodambakkam,32.34,3.34,57.0,2.2,9.1,1.16,7,Med
Mar,7,Korattur,40.85,9.54,64.9,3.3,19.4,0.38,23,High
Mar,7,Velachery,26.7,3.79,54.0,1.5,9.3,1.14,6,Med
Mar,7,Adyar,17.98,1.19,48.8,1.0,3.9,2.61,3,Low
Mar,7,Ambattur,59.03,12.72,61.1,3.8,22.6,0.18,29,High
Mar,7,Nungambakkam,19.07,2.13,51.6,1.0,6.0,1.88,3,Low
Mar,7,Perambur,44.5,5.93,58.8,2.8,14.4,0.63,16,Med
Mar,7,Mylapore,26.8,3.21,48.3,1.6,7.2,1.53,4,Low
Mar,7,Sholinganallur,34.99,5.15,57.7,2.2,10.4,0.88,7,Low
Mar,7,Tondiarpet,47.01,10.99,64.5,3.5,21.4,0.26,24,High
Mar,7,Anna Nagar,21.87,1.89,51.3,0.9,4.6,2.33,2,Low
Mar,7,Chromepet,40.61,4.89,56.3,2.9,12.0,0.69,10,Med
Mar,7,Kodambakkam,30.26,4.33,55.4,1.9,10.4,1.1,8,Med
Mar,8,Korattur,46.2,8.62,56.1,2.7,17.3,0.41,18,High
Mar,8,Velachery,30.86,4.06,55.3,1.5,9.2,1.06,6,Med
Mar,8,Adyar,20.02,1.22,45.5,0.9,3.9,2.1,2,Low
Mar,8,Ambattur,53.24,10.51,67.4,4.6,21.7,0.16,30,High
Mar,8,Nungambakkam,20.21,1.79,49.7,1.1,6.4,1.56,4,Low
Mar,8,Perambur,36.69,7.92,55.9,3.0,13.5,0.61,15,Med
Mar,8,Mylapore,27.45,2.89,49.7,1.2,7.6,1.91,4,Low
Mar,8,Sholinganallur,31.83,4.39,53.4,1.9,11.7,0.98,7,Med
Mar,8,Tondiarpet,54.39,7.89,66.7,3.4,19.8,0.27,25,High
Mar,8,Anna Nagar,17.51,1.78,51.9,1.2,4.9,1.86,2,Low
Mar,8,Chromepet,37.05,4.4,57.5,2.0,14.1,0.79,10,Med
Mar,8,Kodambakkam,32.59,4.44,56.8,2.2,9.0,1.0,7,Low
Mar,9,Korattur,41.81,9.36,56.5,2.7,16.8,0.4,19,High
Mar,9,Velachery,25.43,3.98,53.4,1.6,8.7,1.31,6,Low
Mar,9,Adyar,19.34,1.61,46.3,1.0,4.1,2.54,2,Low
Mar,9,Ambattur,61.48,10.27,69.1,5.0,22.3,0.23,31,High
Mar,9,Nungambakkam,19.05,1.83,47.8,1.0,5.7,2.06,3,Med
Mar,9,Perambur,46.25,5.68,57.6,3.1,15.0,0.6,15,Med
Mar,9,Mylapore,22.18,2.48,55.1,1.2,6.5,1.71,4,Low
Mar,9,Sholinganallur,33.85,4.64,60.2,2.2,11.2,0.87,7,Med
Mar,9,Tondiarpet,52.65,10.82,57.3,4.1,20.7,0.29,25,Med
Mar,9,Anna Nagar,22.02,1.58,45.7,1.1,5.2,2.06,3,Low
Mar,9,Chromepet,30.66,6.08,58.4,3.0,12.5,0.87,11,High
Mar,9,Kodambakkam,28.32,3.35,56.3,1.9,9.1,0.83,9,Med
Mar,10,Korattur,45.57,7.25,65.5,3.5,16.5,0.46,18,High
Mar,10,Velachery,27.13,4.04,55.3,1.5,9.0,1.07,6,Med
Mar,10,Adyar,19.0,1.21,49.3,1.0,4.0,2.29,3,Low
Mar,10,Ambattur,56.04,10.7,66.6,5.1,24.6,0.19,29,High
Mar,10,Nungambakkam,20.96,2.07,47.8,1.3,5.6,1.9,4,Low
Mar,10,Perambur,38.43,6.65,62.8,2.9,13.9,0.51,16,Med
Mar,10,Mylapore,25.17,2.69,48.2,1.2,6.4,1.43,4,Low
Mar,10,Sholinganallur,34.59,4.61,53.8,2.0,10.1,0.9,7,Med
Mar,10,Tondiarpet,45.19,8.41,60.9,3.2,21.5,0.28,25,High
Mar,10,Anna Nagar,21.02,1.88,47.2,1.2,5.4,1.84,2,Low
Mar,10,Chromepet,37.12,5.9,53.4,2.5,11.7,0.68,9,Med
Mar,10,Kodambakkam,32.78,4.53,59.1,2.1,10.0,1.05,9,Med
Mar,11,Korattur,49.45,8.76,60.0,2.9,16.6,0.32,18,High
Mar,11,Velachery,33.09,4.18,51.5,1.9,9.3,1.07,6,Med
Mar,11,Adyar,16.33,1.3,47.7,0.9,3.6,1.99,2,Low
Mar,11,Ambattur,62.65,10.89,67.7,4.7,22.6,0.21,33,High
Mar,11,Nungambakkam,18.75,2.2,51.7,1.4,6.4,2.08,4,Low
Mar,11,Perambur,38.43,6.77,58.9,3.0,15.3,0.64,15,Med
Mar,11,Mylapore,26.61,2.93,51.4,1.3,6.4,1.97,4,Low
Mar,11,Sholinganallur,32.95,5.21,54.6,2.4,9.9,0.82,8,Med
Mar,11,Tondiarpet,45.98,8.54,66.1,3.6,20.4,0.34,26,High
Mar,11,Anna Nagar,18.76,1.94,52.6,1.1,5.2,2.3,3,Low
Mar,11,Chromepet,39.72,5.43,55.0,2.8,13.4,0.68,9,Med
Mar,11,Kodambakkam,27.29,3.88,59.4,1.8,9.4,0.82,6,Med
Mar,12,Korattur,44.98,7.19,64.2,3.6,16.3,0.33,20,High
Mar,12,Velachery,25.7,3.33,51.9,1.7,8.7,0.9,6,Med
Mar,12,Adyar,16.12,1.5,48.1,1.0,4.2,2.69,2,Low
Mar,12,Ambattur,60.64,9.46,60.0,4.7,25.4,0.24,33,High
Mar,12,Nungambakkam,19.4,2.2,53.0,1.4,5.6,1.74,3,Low
Mar,12,Perambur,43.86,5.82,60.4,2.7,13.9,0.68,13,Med
Mar,12,Mylapore,27.02,2.63,54.6,1.3,7.0,1.42,4,Low
Mar,12,Sholinganallur,31.62,4.77,52.9,2.4,10.8,0.8,9,Med
Mar,12,Tondiarpet,48.64,9.36,65.5,4.2,19.4,0.24,21,High
Mar,12,Anna Nagar,21.84,2.09,45.7,0.9,5.5,1.82,2,Low
Mar,12,Chromepet,37.73,5.46,60.7,2.1,13.3,0.87,11,Med
Mar,12,Kodambakkam,29.1,3.86,56.6,2.0,9.6,1.1,9,Med
Mar,13,Korattur,43.89,8.28,65.1,3.4,17.8,0.35,21,High
Mar,13,Velachery,30.32,3.96,57.4,2.0,8.8,0.97,5,Med
Mar,13,Adyar,17.11,1.51,49.8,0.8,4.4,2.1,2,Low
Mar,13,Ambattur,55.35,12.02,60.5,3.6,25.4,0.21,27,High
Mar,13,Nungambakkam,23.49,2.47,46.9,1.0,5.8,2.0,3,Low
Mar,13,Perambur,42.86,5.88,57.1,3.2,14.9,0.72,15,High
Mar,13,Mylapore,23.88,2.68,54.4,1.5,7.2,1.85,5,Low
Mar,13,Sholinganallur,31.3,4.63,58.9,2.1,10.1,0.98,10,Med
Mar,13,Tondiarpet,43.43,10.83,61.8,3.7,19.5,0.3,25,High
Mar,13,Anna Nagar,19.37,1.65,49.0,1.0,4.9,2.46,2,Med
Mar,13,Chromepet,39.5,4.53,53.6,2.7,12.0,0.87,12,Med
Mar,13,Kodambakkam,28.33,3.96,57.2,2.4,9.7,1.18,8,Med
Mar,14,Korattur,41.65,8.41,56.5,2.7,17.5,0.48,19,High
Mar,14,Velachery,31.53,3.22,54.8,1.5,9.7,1.27,5,Med
Mar,14,Adyar,17.94,1.21,46.8,1.0,3.9,2.37,3,Low
Mar,14,Ambattur,59.64,10.9,66.2,4.7,25.3,0.2,29,High
Mar,14,Nungambakkam,21.66,2.38,48.6,1.3,6.2,1.83,3,Low
Mar,14,Perambur,41.5,7.92,62.7,3.2,15.4,0.69,15,Med
Mar,14,Mylapore,27.22,3.12,52.5,1.2,7.1,1.49,5,Low
Mar,14,Sholinganallur,28.57,4.61,53.2,2.2,11.9,0.76,10,Med
Mar,14,Tondiarpet,42.78,10.48,59.5,4.1,21.6,0.29,27,High
Mar,14,Anna Nagar,19.41,1.51,51.8,0.8,4.9,2.03,3,Low
Mar,14,Chromepet,33.38,4.48,53.4,2.2,12.1,0.72,9,Med
Mar,14,Kodambakkam,30.14,3.52,56.0,1.9,9.1,0.82,7,Med
Mar,15,Korattur,45.77,7.68,59.8,3.5,16.6,0.35,22,High
Mar,15,Velachery,28.94,4.04,53.0,1.5,8.2,1.08,5,Med
Mar,15,Adyar,17.5,1.27,51.0,0.8,4.4,2.46,2,Low
Mar,15,Ambattur,59.71,10.23,63.0,3.8,24.6,0.18,35,High
Mar,15,Nungambakkam,25.2,2.31,50.3,1.2,6.5,1.86,3,Low
Mar,15,Perambur,45.05,6.28,63.5,2.3,16.3,0.6,14,Med
Mar,15,Mylapore,24.1,2.74,53.1,1.4,7.0,1.39,5,Low
Mar,15,Sholinganallur,31.03,4.33,52.6,1.9,11.1,0.82,8,Med
Mar,15,Tondiarpet,56.86,8.88,63.8,3.6,19.1,0.33,24,High
Mar,15,Anna Nagar,22.9,1.7,48.7,1.0,4.5,2.26,3,Low
Mar,15,Chromepet,35.75,5.95,58.6,2.4,14.0,0.87,12,Med
Mar,15,Kodambakkam,33.67,4.21,51.3,1.6,10.7,1.07,8,Med
Mar,16,Korattur,51.41,9.17,59.6,2.7,19.0,0.43,17,High
Mar,16,Velachery,32.8,3.63,51.6,1.4,8.6,1.29,5,Med
Mar,16,Adyar,18.61,1.3,49.7,0.8,4.0,2.17,2,Low
Mar,16,Ambattur,58.41,9.85,60.9,5.1,23.5,0.23,30,High
Mar,16,Nungambakkam,22.34,2.22,50.5,1.3,6.1,1.57,3,Low
Mar,16,Perambur,38.04,6.97,56.4,2.9,15.8,0.53,14,Low
Mar,16,Mylapore,26.36,3.3,47.9,1.4,7.2,1.8,5,Low
Mar,16,Sholinganallur,36.41,4.35,52.6,2.2,11.0,0.91,7,Med
Mar,16,Tondiarpet,43.2,10.93,62.3,3.5,19.6,0.28,28,High
Mar,16,Anna Nagar,22.94,1.62,50.5,1.2,5.4,1.85,2,Low
Mar,16,Chromepet,37.35,4.32,56.4,2.0,13.8,0.94,12,Med
Mar,16,Kodambakkam,30.75,4.66,57.9,2.3,10.0,0.89,6,Med
Mar,17,Korattur,46.13,7.01,60.5,2.6,19.7,0.47,20,High
Mar,17,Velachery,30.68,4.08,50.2,2.0,8.2,1.15,5,Med
Mar,17,Adyar,15.6,1.17,50.7,0.9,4.1,2.22,3,Low
Mar,17,Ambattur,57.05,10.82,63.6,4.4,24.6,0.17,31,High
Mar,17,Nungambakkam,18.87,2.11,50.7,1.0,5.4,2.06,4,Low
Mar,17,Perambur,45.97,5.88,59.1,2.7,14.9,0.63,12,Med
Mar,17,Mylapore,21.58,2.51,52.7,1.4,7.2,1.6,5,Low
Mar,17,Sholinganallur,29.49,4.45,56.9,2.0,12.0,0.91,9,Med
Mar,17,Tondiarpet,46.06,10.59,62.6,3.1,19.4,0.36,26,High
Mar,17,Anna Nagar,17.41,1.6,48.8,1.1,5.0,2.26,3,Low
Mar,17,Chromepet,34.23,4.82,55.4,2.1,14.0,0.93,10,Med
Mar,17,Kodambakkam,32.29,4.28,54.7,1.8,10.0,1.11,8,Med
Mar,18,Korattur,45.25,7.91,64.2,2.5,16.2,0.38,21,High
Mar,18,Velachery,28.48,3.87,57.6,1.7,9.9,0.97,5,Med
Mar,18,Adyar,16.71,1.24,50.7,0.8,3.8,2.0,2,Low
Mar,18,Ambattur,60.47,9.56,65.6,5.2,23.2,0.18,29,High
Mar,18,Nungambakkam,21.16,1.85,50.2,1.3,6.2,1.85,4,Low
Mar,18,Perambur,45.71,5.9,56.1,2.9,15.6,0.56,13,Med
Mar,18,Mylapore,28.16,3.17,52.7,1.6,6.7,1.46,4,Low
Mar,18,Sholinganallur,30.82,3.89,56.1,2.3,11.0,0.98,9,Med
Mar,18,Tondiarpet,51.72,8.36,60.9,4.4,21.0,0.28,25,High
Mar,18,Anna Nagar,21.27,1.82,48.9,1.2,5.0,2.17,3,Low
Mar,18,Chromepet,37.62,4.65,60.6,2.5,12.3,0.71,10,Med
Mar,18,Kodambakkam,27.81,4.49,52.8,1.7,10.5,0.92,8,Med
Mar,19,Korattur,40.53,8.24,59.4,3.0,17.8,0.38,20,High
Mar,19,Velachery,24.87,3.62,52.0,1.5,9.7,1.01,6,Med
Mar,19,Adyar,15.72,1.29,45.9,0.8,3.9,2.34,2,Low
Mar,19,Ambattur,50.88,11.97,66.8,5.1,22.5,0.21,26,High
Mar,19,Nungambakkam,23.43,2.13,48.1,1.3,5.7,1.78,4,Med
Mar,19,Perambur,44.96,7.43,54.4,3.1,16.5,0.71,15,Med
Mar,19,Mylapore,26.68,2.6,49.8,1.4,7.1,1.68,5,Low
Mar,19,Sholinganallur,28.9,5.06,55.4,2.6,10.8,0.88,10,Med
Mar,19,Tondiarpet,44.58,10.78,60.1,4.2,20.0,0.32,23,High
Mar,19,Anna Nagar,19.55,1.96,51.1,1.1,4.8,2.17,3,Low
Mar,19,Chromepet,32.1,6.09,61.5,2.6,13.8,0.93,11,Med
Mar,19,Kodambakkam,29.9,4.65,51.2,1.9,9.9,0.93,9,Med
Mar,20,Korattur,44.25,7.23,62.7,2.7,19.2,0.42,17,High
Mar,20,Velachery,32.58,3.55,51.5,1.6,9.0,1.08,5,Med
Mar,20,Adyar,17.06,1.61,47.2,1.1,3.7,2.22,3,Low
Mar,20,Ambattur,61.66,9.84,67.8,4.2,25.5,0.21,26,High
Mar,20,Nungambakkam,20.75,1.88,51.7,1.2,5.6,2.27,3,Low
Mar,20,Perambur,42.29,6.18,57.4,3.0,15.0,0.59,11,Med
Mar,20,Mylapore,26.1,3.34,50.7,1.6,7.4,1.63,5,Low
Mar,20,Sholinganallur,32.16,3.98,57.0,2.1,10.8,0.96,9,Med
Mar,20,Tondiarpet,52.98,7.94,65.8,3.3,21.5,0.3,26,High
Mar,20,Anna Nagar,21.36,2.06,52.2,1.0,5.3,1.78,2,Low
Mar,20,Chromepet,36.05,5.72,56.2,2.2,12.2,0.65,9,Med
Mar,20,Kodambakkam,32.63,3.95,53.6,1.9,9.4,0.82,7,Med
Mar,21,Korattur,41.87,8.7,60.6,3.0,16.5,0.43,22,High
Mar,21,Velachery,28.75,3.41,51.1,2.0,9.2,0.96,5,Med
Mar,21,Adyar,16.21,1.49,44.2,0.8,4.0,2.0,3,Low
Mar,21,Ambattur,55.53,10.77,59.4,4.7,24.1,0.21,31,High
Mar,21,Nungambakkam,23.26,2.06,50.8,1.0,5.8,1.67,3,Low
Mar,21,Perambur,37.31,5.62,54.5,2.3,16.0,0.64,11,High
Mar,21,Mylapore,27.23,3.24,49.2,1.2,6.9,1.43,4,Low
Mar,21,Sholinganallur,29.93,4.03,56.4,2.6,10.2,0.8,8,Med
Mar,21,Tondiarpet,48.53,8.87,60.9,3.7,18.3,0.34,26,High
Mar,21,Anna Nagar,17.4,1.62,47.4,1.0,5.5,1.77,3,Med
Mar,21,Chromepet,39.79,4.58,61.2,2.6,14.2,0.86,11,High
Mar,21,Kodambakkam,29.44,4.19,58.4,1.9,10.7,0.99,7,Med
Mar,22,Korattur,48.2,7.85,62.4,2.8,18.3,0.48,18,High
Mar,22,Velachery,32.45,3.45,56.1,2.0,9.2,0.91,5,Med
Mar,22,Adyar,16.12,1.25,44.5,1.1,4.1,2.71,3,Low
Mar,22,Ambattur,51.34,11.57,66.7,4.5,26.3,0.21,27,High
Mar,22,Nungambakkam,24.29,1.97,47.9,1.2,6.5,2.03,3,Low
Mar,22,Perambur,43.7,7.06,57.9,2.7,14.8,0.48,15,Med
Mar,22,Mylapore,22.69,3.04,49.0,1.2,6.4,1.76,5,Med
Mar,22,Sholinganallur,30.39,3.82,58.0,2.0,11.5,0.81,7,Med
Mar,22,Tondiarpet,46.78,9.32,63.4,3.5,21.1,0.25,29,High
Mar,22,Anna Nagar,18.01,1.76,49.0,1.1,5.3,2.37,3,Low
Mar,22,Chromepet,34.72,5.86,59.4,2.9,13.2,0.69,11,Med
Mar,22,Kodambakkam,30.66,3.93,53.9,2.1,9.1,0.85,7,Med
Mar,23,Korattur,42.62,6.76,61.0,3.4,18.0,0.47,24,Med
Mar,23,Velachery,27.9,3.69,55.2,1.9,8.8,0.9,6,Med
Mar,23,Adyar,18.35,1.25,47.5,0.8,4.3,2.5,3,Low
Mar,23,Ambattur,58.11,11.78,65.5,5.3,25.1,0.18,24,High
Mar,23,Nungambakkam,22.86,2.23,51.6,1.3,5.7,1.87,4,Low
Mar,23,Perambur,42.26,7.91,62.2,2.3,15.8,0.63,16,Med
Mar,23,Mylapore,25.65,3.32,52.1,1.2,6.9,1.92,4,Low
Mar,23,Sholinganallur,37.63,4.76,55.0,2.0,10.8,1.04,9,Med
Mar,23,Tondiarpet,52.04,10.45,60.5,3.3,21.0,0.35,24,High
Mar,23,Anna Nagar,22.92,2.01,45.1,0.8,5.2,2.12,3,Low
Mar,23,Chromepet,32.44,4.97,58.9,2.2,12.2,0.94,10,Med
Mar,23,Kodambakkam,28.08,3.36,52.2,2.2,9.5,1.16,7,Med
Mar,24,Korattur,48.75,9.29,57.7,2.8,17.6,0.36,19,High
Mar,24,Velachery,28.81,3.93,50.5,1.5,9.4,0.88,6,High
Mar,24,Adyar,16.44,1.55,47.0,0.9,4.4,2.08,2,Low
Mar,24,Ambattur,56.72,10.35,65.9,4.2,23.1,0.18,28,High
Mar,24,Nungambakkam,22.73,2.46,53.0,1.4,5.4,2.18,3,Low
Mar,24,Perambur,46.23,5.64,55.4,2.9,16.4,0.66,12,Med
Mar,24,Mylapore,26.4,3.29,52.1,1.5,6.3,1.79,5,Low
Mar,24,Sholinganallur,34.32,5.1,60.2,2.4,11.4,0.8,8,Med
Mar,24,Tondiarpet,54.41,8.98,66.4,4.5,19.9,0.32,26,High
Mar,24,Anna Nagar,19.31,1.87,50.7,1.1,5.4,2.34,3,Low
Mar,24,Chromepet,35.98,4.43,60.0,3.0,14.3,0.79,12,Low
Mar,24,Kodambakkam,32.51,3.63,52.5,2.2,10.3,0.84,7,Med
